Location,Near,Medium,Far
Door,0.2987012987012987,0.22077922077922077,0.4805194805194805
Door_Passed,0.9302325581395349,0.046511627906976744,0.023255813953488372
Door_Start,0.45161290322580644,0.25806451612903225,0.2903225806451613
Wall,0.9010238907849829,0.09897610921501707,0.0
