Location,Near,Medium,Far
Door,1.0,0.0,0.0
Door_Passed,1.0,0.0,0.0
Door_Start,0.967741935483871,0.03225806451612903,0.0
Wall,0.9897610921501706,0.0034129692832764505,0.006825938566552901
