Location,Near,Medium,Far
Door,0.8831168831168831,0.11688311688311688,0.0
Door_Passed,0.8837209302325582,0.11627906976744186,0.0
Door_Start,0.9032258064516129,0.0967741935483871,0.0
Wall,0.8737201365187713,0.11945392491467577,0.006825938566552901
