Location,Near,Medium,Far
Door,0.987012987012987,0.012987012987012988,0.0
Door_Passed,0.9534883720930233,0.046511627906976744,0.0
Door_Start,0.967741935483871,0.03225806451612903,0.0
Wall,0.9863481228668942,0.0034129692832764505,0.010238907849829351
