Location,Near,Medium,Far
Door,0.935064935064935,0.06493506493506493,0.0
Door_Passed,0.8837209302325582,0.11627906976744186,0.0
Door_Start,0.9032258064516129,0.0967741935483871,0.0
Wall,0.8976109215017065,0.09556313993174062,0.006825938566552901
