timestamp,command,left_speed,right_speed,Location,IR1,IR2,IR3,IR4,IR5,IR6,IR7,BumpLeft,BumpRight
81.56,Forward,10,10,Door_Start,1,4,3,3,8,0,7,FALSE,FALSE
81.83,Forward,10,10,Door_Start,0,3,3,1,6,1,1,FALSE,FALSE
82.1,Forward,10,10,Door_Start,1,2,4,3,9,1,0,FALSE,FALSE
82.37,Forward,10,10,Door_Start,1,0,3,0,8,0,1,FALSE,FALSE
82.64,Forward,10,10,Door_Start,0,2,2,2,9,0,1,FALSE,FALSE
82.91,Forward,10,10,Door_Start,1,2,1,1,7,0,0,FALSE,FALSE
83.18,Forward,10,10,Door,0,0,1,0,9,0,2,FALSE,FALSE
83.45,Forward,10,10,Door,0,1,0,1,6,1,0,FALSE,FALSE
83.72,Forward,10,10,Door,0,3,0,0,4,2,0,FALSE,FALSE
83.99,Forward,10,10,Door,1,0,2,0,8,0,0,FALSE,FALSE
84.26,Forward,10,10,Door,0,0,2,0,7,0,0,FALSE,FALSE
84.53,Forward,10,10,Door,0,2,3,1,10,2,0,FALSE,FALSE
84.8,Forward,10,10,Door,0,0,3,1,8,0,1,FALSE,FALSE
85.12,Forward,10,10,Door,1,2,3,3,9,1,1,FALSE,FALSE
85.39,Forward,10,10,Door,3,0,3,0,8,0,0,FALSE,FALSE
85.66,Forward,10,10,Door,0,2,2,2,8,2,0,FALSE,FALSE
85.93,Forward,10,10,Door,0,1,0,3,7,0,0,FALSE,FALSE
86.2,Forward,10,10,Door,2,2,3,4,8,0,0,FALSE,FALSE
86.47,Forward,10,10,Door,0,2,0,3,5,1,0,FALSE,FALSE
86.74,Forward,10,10,Door,0,1,0,1,5,0,0,FALSE,FALSE
87.01,Forward,10,10,Door,1,2,2,2,8,2,0,FALSE,FALSE
87.28,Forward,10,10,Door,0,0,2,3,7,0,2,FALSE,FALSE
87.55,Forward,10,10,Door,0,3,0,2,7,1,0,FALSE,FALSE
87.82,Forward,10,10,Door,0,3,0,3,6,2,0,FALSE,FALSE
88.09,Forward,10,10,Door,0,0,2,0,8,0,0,FALSE,FALSE
88.4,Forward,10,10,Door,0,2,2,1,11,4,0,FALSE,FALSE
88.67,Forward,10,10,Door,0,1,0,0,10,1,0,FALSE,FALSE
88.99,Forward,10,10,Door,0,0,2,0,14,0,1,FALSE,FALSE
89.26,Forward,10,10,Door,0,2,2,2,7,3,3,FALSE,FALSE
89.53,Forward,10,10,Door,0,3,2,4,8,3,13,FALSE,FALSE
89.8,Forward,10,10,Door,0,2,0,2,4,4,35,FALSE,FALSE
90.11,Forward,10,10,Door_Passed,0,2,2,2,6,1,112,FALSE,FALSE
90.38,Forward,10,10,Door_Passed,0,0,1,2,6,0,197,FALSE,FALSE
90.65,Forward,10,10,Door_Passed,0,3,3,2,7,0,353,FALSE,FALSE
90.92,Forward,10,10,Door_Passed,0,1,1,2,2,1,274,FALSE,FALSE
91.19,Forward,10,10,Door_Passed,0,1,0,0,2,0,95,FALSE,FALSE
91.51,Forward,10,10,Door_Passed,0,0,1,0,7,0,63,FALSE,FALSE
91.78,Forward,10,10,Door_Passed,2,1,2,0,8,0,59,FALSE,FALSE
92.05,Forward,10,10,Door_Passed,0,3,1,2,5,2,61,FALSE,FALSE
92.32,Forward,10,10,Door_Passed,0,2,3,2,7,0,62,FALSE,FALSE
92.59,Forward,10,10,Door_Passed,0,3,0,0,2,0,63,FALSE,FALSE
92.86,Forward,10,10,Door_Passed,0,3,0,1,4,2,65,FALSE,FALSE
93.13,Forward,10,10,Door_Passed,0,1,2,0,4,0,68,FALSE,FALSE
93.4,Forward,10,10,Door_Passed,0,1,2,2,7,1,70,FALSE,FALSE
93.67,Forward,10,10,Door_Passed,1,2,3,1,7,0,71,FALSE,FALSE
93.94,Forward,10,10,Door_Passed,0,0,0,1,4,0,72,FALSE,FALSE
94.21,Forward,10,10,Door_Passed,0,2,1,1,5,1,71,FALSE,FALSE
94.48,Forward,10,10,Wall,0,1,3,2,6,0,74,FALSE,FALSE
94.75,Forward,10,10,Wall,0,0,2,1,6,0,74,FALSE,FALSE
95.02,Forward,10,10,Wall,0,2,0,2,2,0,71,FALSE,FALSE
95.29,Forward,10,10,Wall,1,0,2,2,6,1,75,FALSE,FALSE
95.56,Forward,10,10,Wall,0,3,0,2,3,2,74,FALSE,FALSE
95.83,Forward,10,10,Wall,0,0,1,0,6,0,76,FALSE,FALSE
96.1,Forward,10,10,Wall,0,2,0,4,2,1,76,FALSE,FALSE
96.41,Forward,10,10,Wall,0,2,2,4,5,1,77,FALSE,FALSE
96.68,Forward,10,10,Wall,0,3,0,3,2,3,75,FALSE,FALSE
96.95,Forward,10,10,Wall,0,1,2,1,6,3,75,FALSE,FALSE
97.22,Forward,10,10,Wall,0,3,1,3,6,1,76,FALSE,FALSE
97.49,Forward,10,10,Wall,0,1,4,2,7,1,79,FALSE,FALSE
97.76,Forward,10,10,Wall,1,2,3,0,7,2,81,FALSE,FALSE
98.03,Forward,10,10,Wall,0,3,0,2,3,1,79,FALSE,FALSE
98.3,Forward,10,10,Wall,0,0,1,0,4,0,80,FALSE,FALSE
98.57,Forward,10,10,Wall,0,1,3,2,6,0,82,FALSE,FALSE
98.84,Forward,10,10,Wall,1,0,3,2,8,1,85,FALSE,FALSE
99.11,Forward,10,10,Wall,1,1,2,1,5,0,84,FALSE,FALSE
99.38,Forward,10,10,Wall,0,2,0,3,2,3,84,FALSE,FALSE
99.65,Forward,10,10,Wall,1,0,1,0,4,1,87,FALSE,FALSE
99.92,Forward,10,10,Wall,0,2,1,2,6,1,86,FALSE,FALSE
100.24,Forward,10,10,Wall,2,1,3,0,6,0,89,FALSE,FALSE
100.51,Forward,10,10,Wall,0,1,0,2,5,2,88,FALSE,FALSE
100.78,Forward,10,10,Wall,0,0,1,0,7,0,89,FALSE,FALSE
101.05,Forward,10,10,Wall,0,0,3,1,8,2,89,FALSE,FALSE
101.32,Forward,10,10,Wall,0,3,0,2,3,1,86,FALSE,FALSE
101.59,Forward,10,10,Wall,0,2,0,2,4,0,94,FALSE,FALSE
101.86,Forward,10,10,Wall,1,1,2,0,7,0,94,FALSE,FALSE
102.13,Forward,10,10,Wall,0,1,2,3,5,0,94,FALSE,FALSE
102.4,Forward,10,10,Wall,0,2,2,1,6,1,97,FALSE,FALSE
102.76,Forward,10,10,Wall,0,1,2,1,6,1,98,FALSE,FALSE
103.03,Forward,10,10,Wall,0,1,0,1,6,2,97,FALSE,FALSE
103.3,Forward,10,10,Wall,0,1,0,2,3,0,96,FALSE,FALSE
103.57,Forward,10,10,Wall,0,2,0,2,5,2,100,FALSE,FALSE
103.84,Forward,10,10,Wall,0,3,3,3,6,3,99,FALSE,FALSE
104.11,Forward,10,10,Wall,0,1,0,3,1,2,94,FALSE,FALSE
104.38,Forward,10,10,Wall,0,0,3,0,6,0,100,FALSE,FALSE
104.65,Forward,10,10,Wall,1,1,3,0,7,2,97,FALSE,FALSE
104.92,Forward,10,10,Wall,2,0,2,0,7,0,96,FALSE,FALSE
105.19,Forward,10,10,Wall,1,1,2,0,6,0,94,FALSE,FALSE
105.46,Forward,10,10,Wall,1,0,1,0,5,0,88,FALSE,FALSE
105.73,Forward,10,10,Wall,0,2,0,3,6,1,81,FALSE,FALSE
106.0,Forward,10,10,Wall,0,3,0,2,5,2,78,FALSE,FALSE
106.27,Forward,10,10,Wall,0,1,1,2,3,3,77,FALSE,FALSE
106.58,Forward,10,10,Wall,0,4,0,0,3,2,72,FALSE,FALSE
106.85,Forward,10,10,Wall,0,3,0,2,2,0,69,FALSE,FALSE
107.12,Forward,10,10,Wall,0,3,1,1,6,1,73,FALSE,FALSE
107.39,Forward,10,10,Wall,0,0,4,0,7,0,70,FALSE,FALSE
107.66,Forward,10,10,Wall,0,0,1,0,6,0,67,FALSE,FALSE
107.93,Forward,10,10,Wall,1,1,3,3,6,1,66,FALSE,FALSE
108.25,Forward,10,10,Wall,0,0,2,0,6,0,64,FALSE,FALSE
108.52,Forward,10,10,Wall,0,0,3,0,5,0,62,FALSE,FALSE
108.79,Forward,10,10,Wall,1,3,4,2,7,1,62,FALSE,FALSE
109.06,Forward,10,10,Wall,0,0,3,1,6,0,59,FALSE,FALSE
109.33,Forward,10,10,Wall,0,2,0,0,4,0,51,FALSE,FALSE
109.6,Forward,10,10,Wall,1,2,4,1,7,2,53,FALSE,FALSE
109.87,Forward,10,10,Wall,0,2,3,3,6,3,50,FALSE,FALSE
110.14,Forward,10,10,Wall,0,1,0,3,6,1,46,FALSE,FALSE
110.41,Forward,10,10,Wall,1,4,0,2,5,1,47,FALSE,FALSE
110.68,Forward,10,10,Wall,2,0,0,0,6,0,46,FALSE,FALSE
110.95,Forward,10,10,Wall,0,3,1,1,4,1,43,FALSE,FALSE
111.22,Forward,10,10,Wall,1,0,0,0,6,0,45,FALSE,FALSE
111.49,Forward,10,10,Wall,0,1,0,0,4,1,42,FALSE,FALSE
111.76,Forward,10,10,Wall,0,2,1,3,6,2,40,FALSE,FALSE
112.03,Forward,10,10,Wall,2,0,2,0,6,0,42,FALSE,FALSE
112.34,Forward,10,10,Wall,0,2,2,1,7,0,41,FALSE,FALSE
112.61,Forward,10,10,Wall,4,3,3,2,8,0,38,FALSE,FALSE
112.88,Forward,10,10,Wall,3,0,2,0,7,0,37,FALSE,FALSE
113.15,Forward,10,10,Wall,5,10,8,10,7,0,36,FALSE,FALSE
113.42,Forward,10,10,Wall,3,14,9,14,8,2,38,FALSE,FALSE
113.69,Forward,10,10,Wall,1,15,4,12,3,0,35,FALSE,FALSE
